,NYCE_Area_Data_DETECT_1002.csv,NYCE_Area_Data_DETECT_1003.csv,NYCE_Area_Data_DETECT_1095.csv,NYCE_Area_Data_DETECT_1097.csv,NYCE_Area_Data_DETECT_1135.csv,NYCE_Area_Data_DETECT_114.csv,NYCE_Area_Data_DETECT_115.csv,NYCE_Area_Data_DETECT_1217.csv,NYCE_Area_Data_DETECT_1280.csv,NYCE_Area_Data_DETECT_1286.csv,NYCE_Area_Data_DETECT_1289.csv,NYCE_Area_Data_DETECT_1343.csv,NYCE_Area_Data_DETECT_1373.csv,NYCE_Area_Data_DETECT_1382.csv,NYCE_Area_Data_DETECT_1439.csv,NYCE_Area_Data_DETECT_1456.csv,NYCE_Area_Data_DETECT_1507.csv,NYCE_Area_Data_DETECT_1525.csv,NYCE_Area_Data_DETECT_159.csv,NYCE_Area_Data_DETECT_1601.csv,NYCE_Area_Data_DETECT_1695.csv,NYCE_Area_Data_DETECT_1788.csv,NYCE_Area_Data_DETECT_1793.csv,NYCE_Area_Data_DETECT_1877.csv,NYCE_Area_Data_DETECT_1922.csv,NYCE_Area_Data_DETECT_1958.csv,NYCE_Area_Data_DETECT_2021.csv,NYCE_Area_Data_DETECT_2063.csv,NYCE_Area_Data_DETECT_2074.csv,NYCE_Area_Data_DETECT_2150.csv,NYCE_Area_Data_DETECT_2177.csv,NYCE_Area_Data_DETECT_2181.csv,NYCE_Area_Data_DETECT_2254.csv,NYCE_Area_Data_DETECT_2263.csv,NYCE_Area_Data_DETECT_2270.csv,NYCE_Area_Data_DETECT_2272.csv,NYCE_Area_Data_DETECT_2276.csv,NYCE_Area_Data_DETECT_2287.csv,NYCE_Area_Data_DETECT_2290.csv,NYCE_Area_Data_DETECT_2298.csv,NYCE_Area_Data_DETECT_2299.csv,NYCE_Area_Data_DETECT_2301.csv,NYCE_Area_Data_DETECT_2303.csv,NYCE_Area_Data_DETECT_2306.csv,NYCE_Area_Data_DETECT_2307.csv,NYCE_Area_Data_DETECT_2309.csv,NYCE_Area_Data_DETECT_2310.csv,NYCE_Area_Data_DETECT_2311.csv,NYCE_Area_Data_DETECT_2312.csv,NYCE_Area_Data_DETECT_2313.csv,NYCE_Area_Data_DETECT_2314.csv,NYCE_Area_Data_DETECT_2318.csv,NYCE_Area_Data_DETECT_2322.csv,NYCE_Area_Data_DETECT_2328.csv,NYCE_Area_Data_DETECT_2341.csv,NYCE_Area_Data_DETECT_2345.csv,NYCE_Area_Data_DETECT_2390.csv,NYCE_Area_Data_DETECT_2401.csv,NYCE_Area_Data_DETECT_2410.csv,NYCE_Area_Data_DETECT_2411.csv,NYCE_Area_Data_DETECT_2416.csv,NYCE_Area_Data_DETECT_2417.csv,NYCE_Area_Data_DETECT_2426.csv,NYCE_Area_Data_DETECT_2429.csv,NYCE_Area_Data_DETECT_2435.csv,NYCE_Area_Data_DETECT_2440.csv,NYCE_Area_Data_DETECT_2441.csv,NYCE_Area_Data_DETECT_2442.csv,NYCE_Area_Data_DETECT_2451.csv,NYCE_Area_Data_DETECT_2458.csv,NYCE_Area_Data_DETECT_2468.csv,NYCE_Area_Data_DETECT_2472.csv,NYCE_Area_Data_DETECT_2473.csv,NYCE_Area_Data_DETECT_2474.csv,NYCE_Area_Data_DETECT_2490.csv,NYCE_Area_Data_DETECT_2491.csv,NYCE_Area_Data_DETECT_2493.csv,NYCE_Area_Data_DETECT_2496.csv,NYCE_Area_Data_DETECT_2501.csv,NYCE_Area_Data_DETECT_2503.csv,NYCE_Area_Data_DETECT_2504.csv,NYCE_Area_Data_DETECT_2510.csv,NYCE_Area_Data_DETECT_2511.csv,NYCE_Area_Data_DETECT_2512.csv,NYCE_Area_Data_DETECT_2513.csv,NYCE_Area_Data_DETECT_2515.csv,NYCE_Area_Data_DETECT_2524.csv,NYCE_Area_Data_DETECT_2528.csv,NYCE_Area_Data_DETECT_2530.csv,NYCE_Area_Data_DETECT_2540.csv,NYCE_Area_Data_DETECT_2541.csv,NYCE_Area_Data_DETECT_2544.csv,NYCE_Area_Data_DETECT_2560.csv,NYCE_Area_Data_DETECT_2562.csv,NYCE_Area_Data_DETECT_2565.csv,NYCE_Area_Data_DETECT_2567.csv,NYCE_Area_Data_DETECT_2568.csv,NYCE_Area_Data_DETECT_2571.csv,NYCE_Area_Data_DETECT_2575.csv,NYCE_Area_Data_DETECT_2578.csv,NYCE_Area_Data_DETECT_2606.csv,NYCE_Area_Data_DETECT_2607.csv,NYCE_Area_Data_DETECT_2610.csv,NYCE_Area_Data_DETECT_2614.csv,NYCE_Area_Data_DETECT_2634.csv,NYCE_Area_Data_DETECT_2636.csv,NYCE_Area_Data_DETECT_2639.csv,NYCE_Area_Data_DETECT_2644.csv,NYCE_Area_Data_DETECT_386.csv,NYCE_Area_Data_DETECT_400.csv
2024-07-11,0.2375,,,0.01861111111111111,0.4866666666666667,,0.17916666666666667,0.9941666666666666,0.5897222222222223,1.0855555555555556,1.53,,1.116111111111111,0.9741666666666666,,2.84,0.2608333333333333,0.9225,1.7136111111111112,0.3552777777777778,0.11555555555555555,,0.5186111111111111,0.06861111111111111,,0.15888888888888889,0.16805555555555557,1.7113888888888888,0,,,0.01611111111111111,0.33916666666666667,0.05277777777777778,0.4286111111111111,0.5530555555555555,0.17277777777777778,0.1,0.11833333333333333,3.1952777777777777,1.4052777777777778,,0.27111111111111114,0.14666666666666667,0.41805555555555557,0.40944444444444444,0.16916666666666666,0.3458333333333333,0.02277777777777778,0.8022222222222222,0.7658333333333334,0.42,0.1463888888888889,0.7,0,,0.024722222222222222,0.4033333333333333,0,0.19916666666666666,0.35055555555555556,,0,0.8683333333333333,0.5791666666666667,0.2788888888888889,0.42694444444444446,0.1622222222222222,1.7922222222222222,0.7747222222222222,0.17833333333333334,0.05583333333333333,0.6561111111111111,0.7494444444444445,0.15583333333333332,,3.7608333333333333,0.04972222222222222,0.24055555555555555,0.41694444444444445,0.6730555555555555,,0.3005555555555556,1.6063888888888889,,0.9233333333333333,1.1080555555555556,1.038888888888889,0.3958333333333333,1.3186111111111112,0.8380555555555556,0.5122222222222222,0.8358333333333333,2.1883333333333335,2.0216666666666665,1.1633333333333333,0.8772222222222222,0.026111111111111113,0.1413888888888889,1.9172222222222222,0.9341666666666667,0.7263888888888889,0.0475,0.06055555555555556,,,,,0.13694444444444445,0.011666666666666667
2024-07-12,0.3377777777777778,,,0.025,0.5341666666666667,,1.1841666666666666,1.0919444444444444,0.6294444444444445,1.4775,2.107222222222222,,1.0730555555555557,0.755,,1.7236111111111112,0.19111111111111112,0.4147222222222222,1.4147222222222222,0.2911111111111111,0.18888888888888888,,0.3227777777777778,0.36583333333333334,,0.17944444444444443,0.3202777777777778,0.05444444444444444,0,,,0.010555555555555556,0.16333333333333333,0.024444444444444446,0.6336111111111111,0.6697222222222222,0.2638888888888889,0.14888888888888888,0.12694444444444444,3.4858333333333333,1.6594444444444445,,0.49277777777777776,0.1386111111111111,0.1,0.3211111111111111,0.18611111111111112,0.3333333333333333,0.03222222222222222,0.9313888888888889,0.605,0.29777777777777775,0.12277777777777778,0.6175,0,,2.8430555555555554,0.28055555555555556,0.015833333333333335,0.14277777777777778,0.3761111111111111,,0,0.6461111111111111,0.7255555555555555,0.5675,1.1202777777777777,0.07944444444444444,1.6175,0.7452777777777778,0.135,0.045,0.5583333333333333,0.74,0.1686111111111111,,2.1883333333333335,0.1063888888888889,0,0.3047222222222222,0.8922222222222222,,0.1463888888888889,0.64,,0.9122222222222223,1.4177777777777778,0.5619444444444445,0.3211111111111111,1.426388888888889,0.29527777777777775,0.5319444444444444,0.7419444444444444,1.433888888888889,1.2252777777777777,0.275,0,0.1025,0.43583333333333335,2.3875,0.855,1.0372222222222223,0.0725,0.5858333333333333,,,,,0.38,0.04111111111111111
2024-07-13,0.4272222222222222,,,0.03305555555555555,0.9944444444444445,,1.0269444444444444,1.0777777777777777,0.5297222222222222,1.1325,0.6297222222222222,,0.6086111111111111,1.1619444444444444,,2.8730555555555557,0.09722222222222222,0.29527777777777775,1.4613888888888888,0.7213888888888889,0.13083333333333333,,0.20777777777777778,0.5366666666666666,,0.20833333333333334,0.07,0.11833333333333333,0,,,0.03972222222222222,0.195,0.07361111111111111,0.635,0.7627777777777778,0.26694444444444443,0.05694444444444444,0.20916666666666667,2.424722222222222,5.525277777777778,,0.27944444444444444,0.15416666666666667,0.20305555555555554,0.44,0.08861111111111111,0.3794444444444444,0.029722222222222223,0.7497222222222222,0.5675,0.8230555555555555,0.08027777777777778,0.7511111111111111,0,,0.3611111111111111,0.20833333333333334,0,0.17305555555555555,0.4361111111111111,,0,0.5013888888888889,0.5872222222222222,0.4325,0.25333333333333335,0.22277777777777777,1.7455555555555555,0.14527777777777778,0.11527777777777778,0.0575,0.9227777777777778,0.6236111111111111,0.16722222222222222,,1.9738888888888888,0,0,0.10777777777777778,0.6925,,0.4216666666666667,0.8561111111111112,,1.1102777777777777,0.9783333333333334,0.5647222222222222,0.25305555555555553,1.0605555555555555,0.6486111111111111,0.39805555555555555,0.9077777777777778,1.6175,0.6866666666666666,0.3283333333333333,0,0.01611111111111111,0.38222222222222224,2.9005555555555556,0.37444444444444447,1.6977777777777778,0.10833333333333334,0.05527777777777778,,,,,0.11527777777777778,0.03277777777777778
2024-07-14,0.7461111111111111,,,0.029722222222222223,1.106111111111111,,0.3622222222222222,0.9513888888888888,0.3447222222222222,1.2608333333333333,0.6169444444444444,,0.7080555555555555,1.2066666666666668,,2.315,0.3438888888888889,0.35805555555555557,1.4202777777777778,0.2338888888888889,0.15083333333333335,,0.49027777777777776,0.6733333333333333,,0.22027777777777777,0.21777777777777776,0.06111111111111111,0,,,0.007222222222222222,1.1816666666666666,0.07194444444444445,0.24666666666666667,0.9663888888888889,0.19805555555555557,0.10333333333333333,0.20944444444444443,2.8233333333333333,4.466388888888889,,0.3136111111111111,0.14888888888888888,0.10416666666666667,0.4036111111111111,0.10944444444444444,0.33916666666666667,0.051944444444444446,1.0072222222222222,0.8491666666666666,0.33,0.16527777777777777,0.42833333333333334,0,,0.0425,0.2702777777777778,0,0.155,0.43833333333333335,,0,0.37916666666666665,0.5113888888888889,0.21861111111111112,0.43472222222222223,1.1175,1.1694444444444445,0.6725,0.18055555555555555,0.06805555555555555,1.2461111111111112,0.5775,0.16444444444444445,,2.676111111111111,0,0,0.2758333333333333,0.6044444444444445,,0.3552777777777778,0.20916666666666667,,0.6958333333333333,1.3727777777777779,0.6975,0.29444444444444445,0.97,0.46944444444444444,0.7116666666666667,0.6319444444444444,1.8155555555555556,2.372777777777778,0.21027777777777779,0.2722222222222222,0.0175,0.32166666666666666,2.048611111111111,0.33194444444444443,2.2019444444444445,0.0725,0.035,,,,,0.1486111111111111,0.025833333333333333
2024-07-15,0.2125,,,0.03944444444444444,0.6791666666666667,,0.23555555555555555,1.3777777777777778,0.5016666666666667,1.4722222222222223,0.8175,,1.1352777777777778,1.3383333333333334,,2.9902777777777776,0.49777777777777776,0.6011111111111112,1.1972222222222222,0.31527777777777777,0.12277777777777778,,0.31277777777777777,0.1386111111111111,,0.4411111111111111,0.12166666666666667,0.8911111111111111,0.8044444444444444,,,0.01972222222222222,0.1988888888888889,0.13083333333333333,0.2961111111111111,0.6886111111111111,0.12083333333333333,0.08527777777777777,0.16777777777777778,3.1927777777777777,1.1647222222222222,,0.3016666666666667,0.1527777777777778,0.22666666666666666,0.4675,1.7630555555555556,0.3975,0.02722222222222222,0.6825,0.7605555555555555,0.35583333333333333,0.2627777777777778,0.6644444444444444,0,,0.027777777777777776,0.5622222222222222,0,0.48083333333333333,0.45361111111111113,,0,0.9555555555555556,0.6475,0.14833333333333334,0.7319444444444444,0.08083333333333333,0.9944444444444445,0.11055555555555556,0.22833333333333333,0.23972222222222223,0.6336111111111111,0.44055555555555553,0.22416666666666665,,3.261388888888889,0.025833333333333333,0.08361111111111111,0.3638888888888889,1.0683333333333334,,0.36694444444444446,0.37333333333333335,,0.9188888888888889,0.8975,0.7444444444444445,0.4713888888888889,1.0461111111111112,1.228611111111111,0.5230555555555556,0.9944444444444445,1.9594444444444445,3.1633333333333336,0.1925,1.4077777777777778,0.0077777777777777776,0.30277777777777776,2.9908333333333332,1.0286111111111111,0.8286111111111111,0.1502777777777778,1.968888888888889,,,,,0.10333333333333333,0.06166666666666667
2024-07-16,0.3861111111111111,,,0.020833333333333332,0.5252777777777777,,0.15722222222222224,1.2433333333333334,0.4841666666666667,1.5363888888888888,0.5566666666666666,,0.7436111111111111,1.2419444444444445,,2.4963888888888888,0.18555555555555556,0.555,1.1125,0.25833333333333336,0.08055555555555556,,0.47555555555555556,0.11166666666666666,,0.22944444444444445,0.4577777777777778,0.12055555555555555,1.8988888888888888,,,0.01361111111111111,0.26722222222222225,0.005,0.3925,0.8175,0.18388888888888888,0.17666666666666667,0.4041666666666667,2.38,1.326111111111111,,0.5172222222222222,0.27444444444444444,0.1063888888888889,0.26,1.9602777777777778,0.39861111111111114,0.013055555555555556,0.7586111111111111,0.9016666666666666,0.2013888888888889,0.14277777777777778,0.6430555555555556,0,,1.433888888888889,0.25055555555555553,0.04555555555555556,0.9255555555555556,0.31527777777777777,,0,0.9669444444444445,0.8388888888888889,0.8155555555555556,0.31277777777777777,2.4330555555555557,1.5141666666666667,0.8544444444444445,0.22944444444444445,0.04638888888888889,0.5730555555555555,0.5480555555555555,0.14166666666666666,,2.3880555555555554,0.0675,0.3927777777777778,0.4197222222222222,0.9641666666666666,,0.2677777777777778,0.9605555555555556,,1.2572222222222222,1.6494444444444445,0.395,1.2980555555555555,1.1033333333333333,1.8283333333333334,0.25305555555555553,0.8894444444444445,1.4494444444444445,1.7775,0.24305555555555555,1.0747222222222221,0.04888888888888889,0.5711111111111111,2.053888888888889,0.4272222222222222,0.8088888888888889,0.07083333333333333,0.043055555555555555,,,,,0.13333333333333333,0.2525
2024-07-17,0.29083333333333333,,,0.024444444444444446,0.5175,,1.0022222222222221,1.1405555555555555,0.5883333333333334,1.1422222222222222,1.0483333333333333,,1.7741666666666667,1.2691666666666668,,2.0588888888888888,0.025,0.20583333333333334,0.7072222222222222,0.5147222222222222,0.1897222222222222,,0.29444444444444445,0.08027777777777778,,0.3655555555555556,0.051944444444444446,0.042777777777777776,1.781388888888889,,,0.007222222222222222,0.27805555555555556,0.04,0.3125,1.6433333333333333,0.26361111111111113,0.07138888888888889,0.2222222222222222,0.8872222222222222,1.281111111111111,,0.4022222222222222,1.636111111111111,0.14527777777777778,0.5211111111111111,0.9986111111111111,0.2713888888888889,0.04777777777777778,0.9302777777777778,0.7438888888888889,0.19666666666666666,0.34305555555555556,0.5113888888888889,0,,0.6216666666666667,1.7730555555555556,0.7336111111111111,0.3194444444444444,0.38027777777777777,,0,1.9008333333333334,0.6819444444444445,0.24944444444444444,0.40805555555555556,0.6991666666666667,0.995,0.04083333333333333,0.14527777777777778,0.065,0.5775,0.6769444444444445,0.17,,1.8241666666666667,0.08555555555555555,0.2891666666666667,0.21083333333333334,1.1180555555555556,,0.29888888888888887,0.25083333333333335,,0.49666666666666665,1.1791666666666667,2.4219444444444442,1.0783333333333334,0.9172222222222223,0.43722222222222223,0.46805555555555556,0.7691666666666667,0.9352777777777778,1.676388888888889,0.1988888888888889,1.2272222222222222,0.027777777777777776,0.4538888888888889,3.1966666666666668,0.39861111111111114,0.8533333333333334,0.14444444444444443,0.055,,,,,0.15416666666666667,0.03916666666666667
2024-07-18,0.4697222222222222,,,0.05555555555555555,0.036944444444444446,,0.2288888888888889,0.8891666666666667,0.6227777777777778,1.795,0.8947222222222222,,1.2733333333333334,1.4216666666666666,,1.843611111111111,0.1438888888888889,0.5038888888888889,1.6011111111111112,0.31333333333333335,0.12916666666666668,,0.6636111111111112,0.1597222222222222,,0.2613888888888889,0.08416666666666667,0.1125,1.5841666666666667,,,0.03611111111111111,0.1622222222222222,0.09861111111111111,0.24944444444444444,0.7233333333333334,0.23444444444444446,0.1852777777777778,0.15833333333333333,0.9283333333333333,1.408611111111111,,0.4563888888888889,1.6111111111111112,0.225,0.26,0.7513888888888889,0.3838888888888889,0.04,0.8777777777777778,0.5727777777777778,0.6347222222222222,0.05722222222222222,0.28555555555555556,0,,0.6447222222222222,0.24555555555555555,0.1275,0.09416666666666666,0.35,,0,0.7688888888888888,0.7688888888888888,0.21555555555555556,0.19055555555555556,0.04555555555555556,1.9669444444444444,0.30722222222222223,0.26361111111111113,0.08805555555555555,1.2347222222222223,1.1611111111111112,0.18194444444444444,,1.7255555555555555,0.6608333333333334,0.18305555555555555,0.25222222222222224,0.9361111111111111,,0.33416666666666667,1.51,,0.5580555555555555,1.1441666666666668,0.7072222222222222,0.4052777777777778,1.1452777777777778,0.4897222222222222,0.6172222222222222,1.1144444444444443,0.7833333333333333,2.020277777777778,0.4008333333333333,0.7761111111111111,0.041666666666666664,0.2425,1.3127777777777778,0.2922222222222222,0.7025,0.13444444444444445,0.29527777777777775,,,,,0.14777777777777779,0.042222222222222223
2024-07-19,0.3061111111111111,,,0.02388888888888889,0.5141666666666667,,0.09416666666666666,0.905,0.48388888888888887,3.0097222222222224,0.6730555555555555,,0.8452777777777778,1.1922222222222223,,2.373611111111111,0.1613888888888889,0.8552777777777778,1.383888888888889,0.9394444444444444,0.13805555555555554,,0.12166666666666667,0.18944444444444444,,0.37027777777777776,0.1111111111111111,0.3516666666666667,1.7755555555555556,,,0.018333333333333333,0,0.09416666666666666,0.23416666666666666,0.7608333333333334,0.2288888888888889,0.0975,0.14583333333333334,0.8227777777777778,1.1897222222222221,,0.39944444444444444,0.7394444444444445,0.12638888888888888,0.3522222222222222,0.7252777777777778,0.5922222222222222,0.03888888888888889,0.7855555555555556,0.8947222222222222,1.1147222222222222,0,0.3813888888888889,0,,,0.24722222222222223,0.165,0.19166666666666668,0.29055555555555557,,0,0.6402777777777777,0.6611111111111111,0.4875,0.125,0.5302777777777777,1.2558333333333334,0.1363888888888889,0.15472222222222223,0.10222222222222223,0.8961111111111111,0.8405555555555555,0.1786111111111111,,2.3558333333333334,0.2797222222222222,0.2816666666666667,0.3438888888888889,0,,0.5225,0.2175,,0.40694444444444444,1.1230555555555555,1.2338888888888888,0.6175,1.7166666666666666,0.45861111111111114,0.48,3.3072222222222223,1.2091666666666667,0.9536111111111111,0.2875,0.8869444444444444,0.03361111111111111,0.6491666666666667,3.8008333333333333,0.735,0.7894444444444444,0.15666666666666668,1.61,,,,,0.10527777777777778,0.028055555555555556
2024-07-20,0.7166666666666667,,,0.04861111111111111,0.44916666666666666,,0.5305555555555556,1.228611111111111,0.4866666666666667,3.076111111111111,1.2872222222222223,,0.8747222222222222,1.0894444444444444,,1.4641666666666666,0.14694444444444443,0.4286111111111111,1.6302777777777777,0.5625,0.12472222222222222,,0,2.585,,0.32083333333333336,0.10833333333333334,0.08166666666666667,2.403611111111111,,,0.01888888888888889,0.14027777777777778,0.06972222222222223,0.7405555555555555,0.5427777777777778,0.18138888888888888,0.08361111111111111,0.1525,0.9305555555555556,1.4136111111111112,,0.43277777777777776,1.3616666666666666,0.1597222222222222,0.33,0.2758333333333333,0.3447222222222222,0.027777777777777776,0.57,0.6402777777777777,1.0361111111111112,0.005555555555555556,0.3572222222222222,0,,,0.23916666666666667,0.11944444444444445,0.15916666666666668,0.34833333333333333,,0,2.1494444444444443,0.6827777777777778,0.22694444444444445,0.115,3.5033333333333334,1.738611111111111,0.4469444444444444,0.355,0.08555555555555555,1.3052777777777778,0.4816666666666667,0.16305555555555556,,1.386111111111111,0.7388888888888889,0.21861111111111112,0.23805555555555555,2.4219444444444442,,0.4661111111111111,0.31916666666666665,,0.9941666666666666,1.3883333333333334,1.5,0.5405555555555556,0.8863888888888889,0.36944444444444446,0.5094444444444445,5.0777777777777775,0.4961111111111111,0.9113888888888889,0.4836111111111111,2.0844444444444443,0.024444444444444446,0.33555555555555555,3.154166666666667,0.2677777777777778,1.9183333333333332,0.19916666666666666,0.035555555555555556,,,,,0.18138888888888888,0.03833333333333333
2024-07-21,0.9483333333333334,,,0.01888888888888889,0.4786111111111111,,0.6861111111111111,0.7113888888888888,0.525,1.7294444444444443,1.6044444444444443,,0.48444444444444446,1.4986111111111111,,2.8358333333333334,0.11194444444444444,0.33305555555555555,1.6219444444444444,0.1411111111111111,0.17694444444444443,,0,0.2288888888888889,,0.5119444444444444,0.09972222222222223,0.05333333333333334,1.645,,,0.07583333333333334,0.5116666666666667,0.12416666666666666,0.34055555555555556,1.3372222222222223,0.1738888888888889,0.11388888888888889,1.196388888888889,2.049722222222222,4.624722222222222,,0.3488888888888889,0.23777777777777778,0.10527777777777778,0.5061111111111111,0.5297222222222222,0.40194444444444444,0.04138888888888889,0.9213888888888889,1.0122222222222221,1.2205555555555556,0,0.5933333333333334,0,,,0.2961111111111111,0.27416666666666667,0.1575,0.39222222222222225,,0,0.43777777777777777,0.5336111111111111,0.5863888888888888,0.11222222222222222,0.45861111111111114,1.7302777777777778,0.5469444444444445,0.185,0.05138888888888889,0.7044444444444444,1.0291666666666666,0.15138888888888888,,1.243611111111111,0.05722222222222222,0.22416666666666665,0.5372222222222223,2.417777777777778,,0.33444444444444443,0.3327777777777778,,0.5997222222222223,1.2358333333333333,0.9691666666666666,0.9997222222222222,1.0558333333333334,0.7913888888888889,0.41305555555555556,3.5269444444444447,0.0033333333333333335,,0.1763888888888889,1.653888888888889,0.02638888888888889,0.32166666666666666,3.2919444444444443,0.29444444444444445,1.67,0.10111111111111111,0.04638888888888889,,,,,0.1438888888888889,0.02861111111111111
2024-07-22,0.5275,,,0.02666666666666667,0.5119444444444444,,0.2127777777777778,0.9663888888888889,0.46194444444444444,0,1.0125,,0.9577777777777777,1.2897222222222222,,3.5652777777777778,0.2713888888888889,0.3952777777777778,1.7733333333333334,0.18472222222222223,0.5769444444444445,,0.0,0.10027777777777777,,0.6538888888888889,0.11972222222222222,0.03944444444444444,2.046111111111111,,,0.009722222222222222,0,0.15611111111111112,0.3958333333333333,0.48388888888888887,0.21444444444444444,0.24333333333333335,0.2025,2.075277777777778,2.944166666666667,,0.4597222222222222,0.3113888888888889,0.1175,0.25416666666666665,0.4822222222222222,0.38222222222222224,0.04805555555555555,0.8797222222222222,0.7880555555555555,0.25555555555555554,0,0.3736111111111111,0,,,0.10138888888888889,0.09944444444444445,2.376388888888889,0.5569444444444445,,0,0.7425,0.7933333333333333,0.6486111111111111,0.13361111111111112,4.700555555555556,1.2075,0.6,0.30277777777777776,0.08166666666666667,1.0705555555555555,1.0105555555555557,0.2086111111111111,,1.596111111111111,0.14416666666666667,0.2386111111111111,0.2386111111111111,1.5455555555555556,,0.5413888888888889,0.7938888888888889,,0.7027777777777777,1.8369444444444445,0.8825,1.1075,1.5944444444444446,0.4425,0.4683333333333333,1.0122222222222221,1.1188888888888888,,0.30694444444444446,1.1952777777777779,0.04555555555555556,0.5158333333333334,2.901388888888889,0.1663888888888889,1.9513888888888888,0.10972222222222222,0.03916666666666667,,,,,0.11638888888888889,0.09388888888888888
2024-07-23,0.3997222222222222,,,0.03722222222222222,0.8461111111111111,,0.5672222222222222,0.8688888888888889,0.38416666666666666,0,0.5638888888888889,,0.7438888888888889,0.4772222222222222,,2.1230555555555557,0.3475,0.5383333333333333,1.8075,0.385,0.22833333333333333,,0,0.12666666666666668,,0.2652777777777778,0.08194444444444444,0.049444444444444444,1.531111111111111,,,0.11194444444444444,0,0.09,1.0663888888888888,0.6441666666666667,0.21027777777777779,0.10083333333333333,0.11944444444444445,0.8980555555555556,1.3688888888888888,,0.37305555555555553,0.32555555555555554,0.3516666666666667,0.3422222222222222,1.801388888888889,0.6944444444444444,0.0325,0.9655555555555555,0.8991666666666667,0.5019444444444444,0.25083333333333335,0.3283333333333333,0,,,0,0.24083333333333334,0.1597222222222222,0.8183333333333334,,0,2.0791666666666666,0.6991666666666667,0.2247222222222222,0.4266666666666667,0.1825,1.7427777777777778,0.11527777777777778,0.34805555555555556,0.07527777777777778,3.001388888888889,0.6194444444444445,0.10916666666666666,,1.1533333333333333,0.3372222222222222,0.18944444444444444,0.21222222222222223,1.6719444444444445,,0.3883333333333333,1.3308333333333333,,0.8625,1.231111111111111,0.59,0.37694444444444447,0.5688888888888889,0.9961111111111111,0.6186111111111111,0.8972222222222223,1.3402777777777777,0.09888888888888889,0.23722222222222222,2.3830555555555555,0.07083333333333333,0.3811111111111111,2.875,1.0177777777777777,2.133611111111111,0.13666666666666666,0.042222222222222223,,,,,0.13083333333333333,0.035833333333333335
2024-07-24,0.2822222222222222,,,0.0275,0.8677777777777778,,0.11444444444444445,1.0463888888888888,0.40055555555555555,1.3058333333333334,1.1758333333333333,,0.7611111111111111,0,,2.3116666666666665,0.23194444444444445,0.3386111111111111,1.3294444444444444,0.6236111111111111,0.39305555555555555,,0.0002777777777777778,0.3638888888888889,,0.16305555555555556,0.06444444444444444,0.0675,1.275,,,1.4652777777777777,0,0.09916666666666667,0.29388888888888887,0.7944444444444444,0.37555555555555553,0.09472222222222222,0.19361111111111112,0.9194444444444444,5.464444444444444,,1.7133333333333334,0.9380555555555555,0.22444444444444445,0.24388888888888888,0.39861111111111114,0.3375,0.014722222222222222,0.9258333333333333,0.8566666666666667,0.22444444444444445,0.23777777777777778,0.36944444444444446,0,,,0.0030555555555555557,0.10805555555555556,0.21444444444444444,0.4388888888888889,,0,2.725,0.8088888888888889,0.3283333333333333,0.1575,1.5202777777777778,1.6608333333333334,0.08083333333333333,0.3011111111111111,0.11638888888888889,0.9905555555555555,1.6722222222222223,0.3638888888888889,,2.183611111111111,0.35305555555555557,0.13055555555555556,0.3575,0.6008333333333333,,0.27166666666666667,0.5538888888888889,,0.6613888888888889,1.0875,0.5563888888888889,0.5666666666666667,0,0.9197222222222222,0.6391666666666667,1.5641666666666667,1.2902777777777779,1.8672222222222221,0.19972222222222222,1.7119444444444445,0.06638888888888889,0.5747222222222222,3.354722222222222,0.2827777777777778,1.6305555555555555,0.10166666666666667,1.1944444444444444,,,,,0.16555555555555557,0.03888888888888889
