2024-05-28,3.2812738888888893,,,8.78978611111111,0.009510555555555555,,3.658229166666667,1.0668825000000002,5.214006111111111,2.0257044444444445,8.883795277777777,,5.86084388888889,5.553243888888889,,0.0047125,0.0,0.012346666666666667,2.7174755555555556,0.0,0.5937077777777777,,5.267852500000001,5.934057222222222,,6.351530555555556,0.0,3.7107705555555555,0.012826666666666667,,,0.0,20.502959444444443,2.9278411111111113,1.201068611111111,0.006780277777777777,9.106093055555554,6.515009444444444,9.316358055555556,16.600242222222224,0.0,,0.003508333333333334,0.33116333333333325,0.0004377777777777778,4.610787777777777,3.128956388888889,0.0,5.521051666666668,4.611913333333334,0.22598666666666664,1.3183722222222223,4.1328949999999995,1.7640761111111112,24.0,,2.8016088888888895,1.8022608333333332,0.05389361111111111,1.8915961111111113,0.13265388888888888,,3.5598325,3.195449166666667,2.194045,3.244545,0.2826138888888889,4.0556197222222234,0.3988547222222222,1.1502686111111111,2.271115833333334,0.3772047222222222,1.1212780555555555,2.641681944444444,1.4389561111111113,,0.3467522222222222,24.0,6.261904722222222,7.068519444444443,1.6901261111111112,0.07097944444444446,1.3872347222222223,1.5172388888888886,,0.061975555555555555,0.23476805555555555,0.021857222222222222,0.027126111111111108,13.1708225,4.711439722222223,0.0,24.0,0.0,0.029733888888888893,0.0,2.9580933333333337,0.0038830555555555554,23.486148888888888,0.3797380555555555,24.0,24.0,,,,,,,2.429948333333334,4.840218611111111
2024-05-29,2.794361666666666,,,24.0,0.03140194444444445,,1.6357997222222223,0.007656111111111112,8.066758333333334,1.1618422222222222,1.0577813888888892,,4.0261144444444446,7.785878055555556,,0.06143555555555555,0.0,0.0,6.861946388888889,0.0032994444444444447,1.5389819444444446,,0.8008497222222222,14.744868055555555,,6.720172222222222,0.0,3.0737400000000004,10.442555,,,13.455283888888891,14.465679166666668,4.875893333333333,2.1081350000000003,0.05091194444444445,5.2485727777777775,7.197440833333332,3.7104747222222225,0.1454275,1.43717,,0.0,0.5523383333333333,0.00021972222222222223,7.318836666666666,1.3257436111111116,0.0,5.084239444444444,3.4454294444444447,0.571488611111111,5.282469166666667,1.652589722222222,2.471436111111111,24.0,,12.552452500000001,0.0,8.84391888888889,5.784378333333333,0.023808055555555558,,3.7421650000000004,5.7341308333333325,0.01197027777777778,0.009662777777777777,0.19122083333333337,0.5122908333333333,0.16674527777777776,8.662716944444444,0.3093594444444444,0.24052666666666664,0.2406597222222222,1.6152752777777775,1.8765852777777778,,0.5746511111111111,24.0,3.012926111111111,5.632425555555556,4.292568055555556,0.11981833333333333,3.4888405555555555,1.965393611111111,,2.957585000000001,0.14079166666666665,0.6358827777777778,0.066925,6.8671952777777765,13.906615555555556,0.0,24.0,0.0,0.04217499999999999,0.0,7.2624405555555525,1.3392705555555557,1.4198088888888891,0.01925722222222222,0.030330555555555555,0.0,,,,,,,9.77064111111111,3.3934652777777776
2024-05-30,0.4163488888888889,,,24.0,0.04251249999999999,,2.8902327777777774,0.010074166666666667,7.920149444444445,3.753038055555555,3.9887538888888887,,8.982415277777777,13.297755833333333,,0.07298833333333334,0.0,1.29353,2.2398005555555556,2.3102955555555558,0.10930500000000003,,2.6896855555555557,24.0,,6.822547222222223,0.0,1.0642080555555555,14.023314444444445,,,12.787556944444445,24.0,6.478152777777777,0.7338427777777776,2.1734494444444445,6.712261111111111,5.2657002777777775,9.732900277777777,2.782047222222222,0.0,,0.0,0.2929641666666667,0.0,2.047460833333333,6.5752283333333335,0.0,7.608133333333333,6.909478333333333,1.2302833333333334,2.2779475,1.0821669444444446,0.5346313888888888,24.0,,24.0,1.4334741666666668,1.0307977777777777,4.116571388888888,0.02181611111111111,,3.209259444444445,6.141230833333333,0.004400277777777778,1.1886736111111116,0.012921666666666668,1.185052777777778,0.6006586111111112,6.38214,0.6667041666666665,0.04072861111111111,2.6505058333333333,2.807694444444444,3.4167488888888897,,0.4222880555555554,24.0,6.461177499999999,9.04734638888889,1.6108652777777779,0.016313611111111112,3.148285277777778,2.2229366666666666,,0.5871611111111108,0.08264166666666667,1.3634730555555554,0.019256666666666672,0.009006111111111112,24.0,0.0,24.0,0.0,0.12142833333333333,0.0,4.749238888888889,0.29292555555555555,2.303853333333333,0.19254611111111108,0.4966969444444444,7.051264166666667,24.0,,,,,,6.364022222222221,7.694424166666666
2024-05-31,0.006045277777777777,,,24.0,0.24647361111111113,,4.353645277777777,0.02803472222222222,7.9534119444444435,2.3401519444444445,4.230385555555555,,6.218235277777778,5.249566944444444,,1.5348400000000002,0.0,1.4610533333333333,1.2245294444444441,0.0,0.006061388888888889,,1.8280233333333336,24.0,,7.884785,0.0,2.6244469444444447,0.008691944444444443,,,13.993582499999999,24.0,6.313758055555555,1.3447533333333332,0.06768722222222223,5.402934722222223,6.013160277777778,10.128903055555554,2.881695,0.0,,5.305182777777778,0.09596305555555555,0.0011991666666666665,3.8732366666666667,5.648868611111111,0.5759480555555555,5.970765555555556,6.588939444444443,1.1094469444444446,3.522565555555556,0.17788194444444447,1.49594,24.0,,24.0,4.365165277777778,1.278133888888889,0.0,0.02182138888888889,,5.977764722222223,6.7526075,0.05838500000000001,1.7995458333333332,0.006611388888888889,1.8149052777777777,0.6211922222222221,10.205199444444446,0.30602861111111107,8.38888888888889e-05,1.9140525000000002,0.1042686111111111,1.0061777777777776,,0.40921555555555544,24.0,4.7047686111111116,17.46333416666667,6.926881944444444,1.5423705555555554,2.0713325000000005,6.475668333333334,,0.3295802777777778,0.005197222222222223,0.3791741666666667,0.005623055555555556,0.010030277777777779,24.0,0.0,24.0,0.0,0.0791886111111111,0.0,7.836684722222222,1.485716111111111,2.8238119444444445,0.15528027777777784,0.03566027777777778,8.923773055555557,1.6164333333333334,,,,,,4.163904722222223,6.279562222222221
2024-06-01,0.3899661111111112,,,24.0,0.06160472222222223,,3.6374702777777776,0.13195027777777776,7.387195277777777,1.1611125000000002,7.1396225,,7.09377,4.869213888888888,,0.004049722222222222,0.0,0.0011619444444444444,4.6027161111111115,0.002364722222222222,0.11098111111111111,,3.554405277777778,18.57682972222222,,9.774300833333333,0.0,3.6922830555555564,0.047552500000000004,,,9.859898611111111,24.0,2.5127972222222223,1.2084625,0.2106797222222222,8.96888472222222,7.136840833333333,3.3729547222222216,1.8537438888888886,0.0,,0.3787644444444444,0.6150291666666667,0.00046833333333333335,1.5956736111111112,4.466942777777779,3.2711030555555554,9.30529,5.655926111111111,2.2577833333333333,6.142378055555556,1.2430772222222224,0.4785452777777778,24.0,,18.75363694444444,0.9545630555555555,2.177926388888889,3.7408697222222225,0.011720277777777777,,2.2407525000000006,5.835914444444445,0.046019166666666673,3.859192222222222,0.20774944444444443,1.5675597222222222,0.11067305555555557,6.591045277777779,0.3542505555555555,0.0015313888888888888,4.787421666666667,0.1340861111111111,1.5182338888888889,,1.0326566666666668,24.0,2.2842627777777778,24.0,4.9791261111111105,0.04362972222222222,3.7913152777777777,5.644993888888889,,0.29552805555555567,0.12931138888888888,0.0163075,0.010792777777777778,0.7001644444444444,24.0,0.0,24.0,0.0,0.11529305555555554,24.0,6.052911666666667,0.0,1.4857055555555554,3.0197708333333333,0.2301283333333333,0.990058888888889,8.848561666666667,,,,,,4.036377777777778,0.5844611111111112
2024-06-02,0.015834444444444443,,,24.0,0.020690277777777773,,0.9868136111111111,0.38215861111111116,3.4789544444444442,0.0014722222222222222,1.1971688888888887,,4.959310277777778,3.2016349999999996,,0.002925,0.0,0.0038599999999999997,2.806750833333333,2.040781388888889,0.01043638888888889,,2.751085833333334,1.1971638888888891,,7.47992888888889,0.0,0.6699952777777778,0.02639111111111111,,,10.371592777777778,18.627643333333335,5.17215361111111,0.24713194444444445,0.0028980555555555556,9.586312777777776,3.5824033333333336,7.994881666666665,13.850244166666666,1.052326111111111,,0.001506111111111111,0.13048805555555557,0.00028916666666666663,3.0897819444444448,0.7663286111111112,0.007026666666666667,5.263533055555555,6.6975075,1.6993274999999999,4.541621666666667,0.006495000000000001,0.3934127777777778,24.0,,4.047313611111111,1.7803511111111112,4.564441388888889,0.15897277777777777,0.03107388888888889,,4.88662,4.8185730555555555,0.006395,0.06077305555555556,0.09046777777777776,0.8485277777777779,0.14397916666666666,6.182801944444445,0.5190316666666667,0.09575027777777778,0.0,0.0775986111111111,2.547414444444444,,0.30973777777777767,24.0,0.39469722222222225,24.0,0.0,0.014522499999999999,3.363649444444445,3.0637211111111107,,0.1476588888888889,0.20973888888888886,0.07155805555555556,0.0005772222222222222,0.006047777777777778,24.0,0.0,24.0,0.0,0.021782222222222224,0.0,2.2668669444444447,4.290793055555555,4.6209936111111105,6.367468055555555,0.406618611111111,2.5326158333333333,2.011796666666667,,,,,,4.188953333333333,0.18422833333333333
2024-06-03,0.02481722222222222,,,24.0,0.019600833333333328,,2.1004263888888888,0.5368138888888889,8.845286111111111,2.9381477777777776,5.550958611111111,,4.191271944444444,5.831576388888889,,1.5449858333333337,0.0003905555555555556,0.20524416666666667,2.9717447222222226,0.003259722222222222,0.10503194444444444,,1.5585099999999998,4.410204722222222,,4.880366944444445,0.001450277777777778,7.014577499999999,0.05225472222222223,,,0.1696911111111111,0.12996138888888886,6.860373611111111,2.4288555555555553,0.006711666666666665,9.622856666666667,6.517776111111111,9.700836944444445,24.000000000000004,4.272195277777778,,0.04524555555555556,9.837385555555556,0.00028777777777777775,4.283065555555554,5.024686666666668,0.1223988888888889,7.040760833333333,2.5271250000000003,3.2067763888888887,4.2707033333333335,1.566541111111111,1.986251388888889,24.0,,13.245041666666667,0.0,0.5381669444444444,2.724104444444445,0.014024166666666667,,4.03512,4.165975277777778,0.05431944444444444,0.007361388888888889,0.2537152777777778,0.9991136111111111,0.42672972222222216,10.60758888888889,1.4124619444444442,0.17801777777777775,4.482974166666667,0.6261222222222222,0.2780622222222222,,1.0460830555555554,24.0,2.7341916666666664,16.00003388888889,0.0,0.11077916666666666,3.5768238888888897,4.9276622222222235,,0.28819583333333343,0.28818194444444445,0.12127861111111111,0.000375,0.03430472222222223,21.8688075,4.184587222222222,20.126502777777777,0.0,0.08745083333333332,0.0,6.776168333333333,0.07903555555555557,0.17431027777777777,0.24819194444444445,0.6748702777777777,5.662631388888888,7.457095277777779,24.0,,,,,1.6024855555555555,5.177544999999999
2024-06-04,0.7694794444444443,,,24.0,0.047309722222222225,,2.150460555555555,0.005684444444444445,7.221868055555555,1.8648336111111112,3.4726719444444445,,5.344968055555557,5.924946388888889,,0.0009674999999999999,0.022401666666666667,0.013520833333333334,3.8073788888888895,0.0,0.6660619444444444,,5.893619999999999,5.9888955555555565,,4.157063333333333,0.0,1.2590558333333333,0.17457694444444444,,,2.491670277777778,4.551528055555556,24.0,1.1025599999999998,3.0346327777777784,6.959006944444443,4.486599722222222,6.716169722222222,22.448748055555555,5.428205277777777,,0.2248811111111111,24.0,0.0,2.973040833333334,16.40745388888889,2.9928241666666673,6.0294927777777785,4.603336666666667,0.011774722222222223,6.837025,2.720026111111111,0.5012619444444444,24.0,,13.404877500000001,0.09173361111111111,4.9724275,1.3294233333333334,0.08872027777777777,,3.9178777777777785,6.749745833333333,0.0032322222222222223,1.0276819444444445,0.1991777777777778,1.1036538888888887,0.21478333333333333,7.576247222222222,1.5346799999999998,0.002876666666666667,1.5386269444444443,0.05107333333333333,1.9780558333333331,,0.15469527777777775,24.0,7.326312777777778,9.197952777777777,0.0,0.5187838888888889,2.092322222222222,3.9120769444444434,,0.03371388888888889,0.07064833333333334,0.009800277777777778,0.11874083333333335,0.0040750000000000005,0.0064019444444444445,4.8219577777777785,20.87229222222222,0.0,0.04510027777777779,0.0,4.025590277777779,0.05713611111111111,0.14271166666666665,2.2855725000000007,0.26237305555555557,0.8939005555555555,7.555804722222223,24.0,,,,,5.2482838888888885,6.098985277777778
2024-06-05,1.309341388888889,,,24.0,0.04329555555555555,,0.4594672222222222,0.08637666666666667,8.091651388888888,3.2493405555555555,7.836545277777778,,7.598528055555555,7.0398419444444436,,0.0,0.0,0.0,2.926744444444444,0.37591250000000004,2.9910227777777783,,4.9125575,3.983063611111111,,3.5511400000000006,0.00021222222222222223,1.4821997222222223,1.2250988888888887,,,0.9855625,2.062202222222222,24.0,0.4277963888888888,1.7321233333333335,5.631553333333334,5.223102222222222,7.334788611111112,23.957498055555554,0.0017919444444444443,,0.1514088888888889,24.0,0.0,1.0658516666666666,24.0,4.883675833333333,0.8590333333333333,2.932913888888889,1.2181722222222224,2.097125,1.6244283333333334,0.9627527777777777,24.0,,5.3023105555555565,1.8701755555555555,4.254079722222222,0.25349527777777775,0.48889444444444446,,5.482762499999999,4.930709166666667,0.029752499999999998,3.722233055555556,0.013690833333333333,1.6587897222222223,0.639096388888889,8.058537777777778,1.03232,0.004058055555555556,0.1028961111111111,1.259880833333333,3.12644611111111,,0.5309558333333334,24.0,5.020691388888888,5.597478333333333,0.0,1.219132777777778,1.0882844444444442,3.701825,,0.5117716666666667,0.11179833333333336,0.007813333333333334,0.0,0.00796638888888889,2.5335416666666664,4.486285277777777,1.6046308333333337,0.0,0.057579166666666674,0.0,6.185825,0.04277444444444445,2.9684947222222218,2.55853,0.13959944444444444,0.0020261111111111113,7.032446944444445,24.0,,,,,8.280371666666667,1.6707427777777775
2024-06-06,1.6900955555555557,,,24.0,0.010874166666666667,,2.0474333333333337,5.102743611111111,6.4855688888888885,1.2332780555555556,1.912778888888889,,6.433921944444445,6.151152222222222,,0.8865244444444446,0.0,0.0,5.627716388888889,2.9605755555555553,1.2407905555555558,,7.692254722222222,1.7328519444444446,,7.329233055555555,0.0,0.17225777777777776,0.004813888888888888,,,8.235778333333332,0.02603,20.215760555555555,0.8777505555555556,0.22674777777777777,7.095335555555556,4.9948805555555555,9.013843888888887,24.000000000000004,0.0,,5.7614575,24.0,0.0,17.682103055555558,12.323784166666666,0.2550408333333333,5.548756666666666,2.6961894444444443,0.9743827777777777,3.5411586111111113,1.3331647222222225,1.1374013888888888,24.0,,11.689165277777777,0.7969633333333334,6.014411388888887,2.576106388888889,0.03752027777777778,,2.8944052777777776,7.800068055555556,0.047195277777777773,0.04041055555555556,0.04216083333333334,1.5154055555555557,0.12145861111111113,12.668950277777776,1.1068449999999999,0.0033802777777777776,0.5069930555555556,0.7594608333333334,2.722152222222223,,0.3559330555555556,24.0,3.073985833333333,9.399123888888889,1.6296488888888887,1.0972447222222221,3.3840755555555555,2.8276780555555554,,0.8634233333333333,3.3360083333333326,1.9384980555555555,0.003030277777777778,0.022228611111111112,0.006508888888888889,2.692568333333333,0.004986666666666667,0.0,0.03935083333333333,0.0,0.1254344444444444,0.05185805555555555,1.2145130555555554,1.4111755555555556,1.4214708333333332,0.04042194444444444,8.628874166666666,24.0,,,,,6.0133077777777775,5.96027138888889
2024-06-07,3.3170752777777777,,,24.0,0.009503333333333332,,,1.199718888888889,7.331931944444444,4.1940558333333335,2.164769444444444,,7.8620994444444445,8.150300555555557,,1.2172866666666666,0.03917333333333333,0.0009052777777777777,4.087657222222222,0.039876111111111105,1.3080458333333334,,3.9944727777777773,4.45893,,13.6816,0.0018633333333333334,0.6484305555555556,0.007936666666666667,,,11.121396944444445,14.584382777777778,24.0,0.32997944444444444,0.9182594444444445,11.61034,4.9786866666666665,14.983633611111111,23.913492777777776,0.0089575,,0.10482083333333332,24.0,0.0,24.0,5.414123055555556,1.5264202777777776,4.503209166666667,6.9299091666666675,5.192479722222223,4.2807530555555555,2.130046666666667,1.840980277777778,24.0,,9.930998333333335,2.752851388888889,0.003713611111111111,1.155283611111111,1.0570858333333335,,6.0901916666666684,10.878931388888889,0.09130305555555558,4.221066666666668,0.5142875000000001,1.3932683333333333,0.15947361111111105,10.963182777777778,0.6215488888888888,0.00017166666666666667,5.707601666666666,0.6075508333333334,0.5197763888888889,,2.0126794444444447,24.0,16.678870555555555,7.8860922222222225,4.657211388888889,1.1125722222222219,1.6356008333333332,8.701528055555555,,0.05895555555555555,0.03908277777777777,0.01408861111111111,0.0224825,0.002695833333333333,0.6372566666666667,2.1082005555555554,0.019556944444444443,0.0,0.05976527777777778,0.0,0.2397877777777778,0.0,1.0267002777777778,0.016097499999999997,0.21018444444444442,15.630967777777778,3.738490555555555,24.0,,,,,3.7401541666666667,17.191279444444444
2024-06-08,0.53379,,,24.0,0.010764444444444445,,,0.4351477777777778,7.497308611111112,5.327571666666667,1.898035,,5.653788888888889,6.555410833333332,,0.032685000000000006,0.0,0.032822222222222225,2.500221666666666,5.375361944444445,0.010255833333333332,,0.8907702777777777,1.7132230555555554,,17.878349444444446,0.0015636111111111109,0.17936611111111112,0.05699694444444445,,,6.523865833333334,24.0,24.0,1.9608955555555556,0.36637,7.427646111111111,2.9537394444444445,18.111813333333334,15.465146666666666,0.0,,0.051309166666666677,24.0,8.38888888888889e-05,24.0,1.5284483333333334,0.754246111111111,8.717819166666668,7.845241388888889,1.0104497222222222,7.4214424999999995,2.6276669444444445,0.22615027777777774,24.0,,11.291203888888889,3.017855,1.6575224999999998,3.0892205555555554,1.0012933333333334,,6.829160000000001,9.343520833333335,1.0017219444444443,7.071515833333334,0.17311666666666667,1.8719425000000003,0.13749194444444446,10.17608361111111,0.9637261111111113,0.23941888888888888,5.288942222222222,0.7300833333333333,0.49531722222222224,,0.8115986111111112,24.0,24.0,7.124831666666667,2.2540233333333335,0.030258333333333335,0.5344652777777779,24.0,,0.14043805555555558,0.07559333333333333,1.0225863888888889,0.006165555555555556,0.006813055555555556,0.01976777777777778,5.890493333333334,0.3302847222222222,0.0,0.026397777777777777,0.0,0.10197861111111112,0.060146111111111115,3.6351324999999997,1.9790686111111107,0.0,24.0,4.316119722222222,,,,,,3.5161775,24.0
